ENTITY_ID,SYS_ID,ADDRESS_LINE,ADDRESS_CITY,ADDRESS_STATE,ADDRESS_COUNTRY,SUB_ENTITY_ID,BATCH_NO,BATCH_DATE
"HM11519","8963"," 15th Floor, Tower One Lippo Centre 89 Queensway","","","Hong Kong","","19790463","20130510"
"HM11520","8964"," Manning House 21 Bucks Road","","Douglas","Isle of Man","","19790463","20130510"
"HM11521","8965"," 15th Floor, Tower One Lippo Centre 89 Queensway","","","Hong Kong","","19790463","20130510"
"HM11522","8966"," 15th Floor, Tower One Lippo Centre 89 Queensway","","","Hong Kong","","19790463","20130510"
"HM11523","8967"," 15th Floor, Tower One Lippo Centre 89 Queensway","","","Hong Kong","","19790463","20130510"
"HM11524","8968"," 15th Floor, Tower One Lippo Centre 89 Queensway","","","Hong Kong","","19790463","20130510"
"HM11525","8969"," 15th Floor, Tower One Lippo Centre 89 Queensway","","","Hong Kong","","19790463","20130510"
"HM11526","8970"," Manning House 21 Bucks Road","","Douglas","Isle of Man","","19790463","20130510"
"HM11527","8971"," 15th Floor, Tower One Lippo Centre 89 Queensway","","","Hong Kong","","19790463","20130510"
"HM11528","8972"," 15th Floor, Tower One Lippo Centre 89 Queensway","","","Hong Kong","","19790463","20130510"
"HM11529","8973"," 15th Floor, Tower One Lippo Centre 89 Queensway","","","Hong Kong","","19790463","20130510"
"HM11530","8974"," 15th Floor, Tower One Lippo Centre 89 Queensway","","","Hong Kong","","19790463","20130510"
"HM11531","8975"," Manning House 21 Bucks Road","","Douglas","Isle of Man","","19790463","20130510"
"HM11532","8976"," 15th Floor, Tower One Lippo Centre 89 Queensway","","","Hong Kong","","19790463","20130510"
"HM11533","8977"," 15th Floor, Tower One Lippo Centre 89 Queensway","","","Hong Kong","","19790463","20130510"
"HM11534","8978"," 15th Floor, Tower One Lippo Centre 89 Queensway","","","Hong Kong","","19790463","20130510"
"HM11535","8979"," 15th Floor, Tower One Lippo Centre 89 Queensway","","","Hong Kong","","19790463","20130510"
"HM11536","8980"," 15th Floor, Tower One Lippo Centre 89 Queensway","","","Hong Kong","","19790463","20130510"
"HM11537","8981"," Unit 12 No 35 Kooshesh Street","","Tehran","","","19790463","20130510"
"HM11539","8982"," No 10 and 12 64th Street Yusef Abad","","Tehran","","","19790463","20130510"
"HM11540","8983"," Unit 7 No 12 13th Street Mir-Emad St","Motahary Avenue","Tehran","","","19790463","20130510"
"HM11541","8984"," No 15 Eighth Street Pakistan Avenue Shalid Beheshti Avenue","","Tehran","","","19790463","20130510"
"HM11542","8985"," Opp Seventh Alley Zarafrshan Street Eivanak Street Qods Township","","","","","19790463","20130510"
"HM11544","8986"," Unit 1 No 35 Bouali Sina Sharghi Chehel Sotoun Street","Fatemi Square","Tehran","","","19790463","20130510"
"HM11545","8987"," 61 Shahid Abtahi St Karegar e Shomali","","Tehran","(Head Office)","","19790463","20130510"
"HM11545","8988"," Persian Gulf Boulevard Km20 SW Esfahan Road","","","(Complex)","","19790463","20130510"
"HM11548","8989"," No 67, Ghods mirheydari St Yoosefabad","","Tehran","","","19790463","20130510"
"HM11552","8990"," Flat 2, 3 Second Street Asad Abadi Avenue","","Tehran","","","19790463","20130510"
"HM11553","8991"," 15 Hakim Azam St Shirazeh Shomali St Mollasadra","Vanak Sq","Tehran","","","19790463","20130510"
"HM11554","8992"," 9, Ground Floor Zohre Street Mofateh Street","","Tehran","","","19790463","20130510"
"HM11558","8993"," No 137 First Floor Building No 16","","Jebel Ali","UAE","","19790463","20130510"
"HM11558","8994"," No 233 Lane 15 Vazir Akbar Khan Zone","","Kabul","Afghanistan","","19790463","20130510"
"HM11558","8995"," No 313 Farvardin Street Golestan Zone","","Ahvaz","Iran","","19790463","20130510"
"HM11558","8996"," No 38 Third Floor Molla Sadra Street Vanak Square","","Tehran","Iran","","19790463","20130510"
"HM11558","8997"," PO Box 106900","","Abu Dhabi","UAE","","19790463","20130510"
"HM11558","8998"," Safa Nicu Building Danesh Lane 2nd Moshtagh Street","","Esfahan","Iran","","19790463","20130510"
"HM11560","8999"," Level 13(E) Main Office Tower Jalan Merdeka Financial Park Complex","","Labuan","Malaysia","","19790463","20130510"
"HM11561","9000"," 15 Avenue de Montchoisi","","Lausanne","Switzerland","","19790463","20130510"
"HM11562","9001"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM11562","9002"," Schottweg 6","","Hamburg","Germany","","19790463","20130510"
"HM11563","9003"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM11564","9004"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM11565","9005"," 143/1 Tower Road","","Sliema","Malta","","19790463","20130510"
"HM11566","9006"," 143/1 Tower Road","","Sliema","Malta","","19790463","20130510"
"HM11567","9007"," 143/1 Tower Road","","Sliema","Malta","","19790463","20130510"
"HM11568","9008"," 143/1 Tower Road","","Sliema","Malta","","19790463","20130510"
"HM11569","9009"," 143/1 Tower Road","","Sliema","Malta","","19790463","20130510"
"HM11570","9010"," 143/1 Tower Road","","Sliema","Malta","","19790463","20130510"
"HM11571","9011"," Fortuna Court Block B 284 Archiepiskopou Makariou C' Avenue 2nd Floor","","Limassol","Cyprus","","19790463","20130510"
"HM11572","9012"," Manning House 21 Bucks Road","","Douglas","Isle of Man","","19790463","20130510"
"HM11573","9013"," Manning House 21 Bucks Road","","Douglas","Isle of Man","","19790463","20130510"
"HM11574","9014"," Manning House 21 Bucks Road","","Douglas","Isle of Man","","19790463","20130510"
"HM11575","9015"," Manning House 21 Bucks Road","","Douglas","Isle of Man","","19790463","20130510"
"HM11576","9016"," Manning House 21 Bucks Road","","Douglas","Isle of Man","","19790463","20130510"
"HM11577","9017"," Manning House 21 Bucks Road","","Douglas","Isle of Man","","19790463","20130510"
"HM11578","9018"," Manning House 21 Bucks Road","","Douglas","Isle of Man","","19790463","20130510"
"HM11579","9019"," Manning House 21 Bucks Road","","Douglas","Isle of Man","","19790463","20130510"
"HM11580","9020"," Niayes Highway Seoul Street","","Tehran","Iran","","19790463","20130510"
"HM11581","9021"," Ansar Building North Khaje Nasir Street","","Tehran","Iran","","19790463","20130510"
"HM11581","9022"," No 539, North Pasdaran Avenue","","Tehran","","","19790463","20130510"
"HM11582","9023"," 204 Taleghani Ave","","Tehran","Iran","","19790463","20130510"
"HM11586","9024"," 11 rue de France","","Rades Ben Arous","Tunisia","","19790463","20130510"
"HM11587","9025"," Residence de l'Etoile de Nord Suite B, 7th Floor Apt. No 25, Centre urbain du nord Cite El Khadra","","Tunis","Tunisia","","19790463","20130510"
"HM11590","9026"," Presidential Palace","","","","","19790463","20130510"
"HM11591","9027"," 32 rue Hedi Karray El Menzah","","Tunis","Tunisia","","19790463","20130510"
"HM11592","9028"," 20 rue El Achfat Carthage","","Tunis","Tunisia","","19790463","20130510"
"HM11593","9029"," 21 rue d'Aristote Carthage","","Salammbo","Tunisia","","19790463","20130510"
"HM11594","9030"," 124 avenue Habib Bourguiba","","Carthage presidence","Tunisia","","19790463","20130510"
"HM11595","9031"," 3 rue de la Colombe","","Gammarth Superieur","Tunisia","","19790463","20130510"
"HM11596","9032"," 20 Rue Ibn Chabat Salammbo Carthage","","Tunis","Tunisia","","19790463","20130510"
"HM11597","9033"," 4 rue Taoufik El Hakim","","La Marsa","Tunisia","","19790463","20130510"
"HM11598","9034"," 4 rue Taoufik El Hakim","","La Marsa","Tunisia","","19790463","20130510"
"HM11599","9035"," 4 rue de la Mouette","","Gammarth Superieur","Tunisia","","19790463","20130510"
"HM11600","9036"," 4 rue Ennawras","","Gammarth Superieur","Tunisia","","19790463","20130510"
"HM11601","9037"," 23 rue Ali Zlitni El Manar","","2-Tunis","Tunisia","","19790463","20130510"
"HM11602","9038"," Chouket El Arressa","","Hammam-Sousse","Tunisia","","19790463","20130510"
"HM11603","9039"," Chouket El Arressa","","Hammam-Sousse","Tunisia","","19790463","20130510"
"HM11604","9040"," 13 Ennakhil housing estate Kantaoui","","Hammam-Sousse","Tunisia","","19790463","20130510"
"HM11605","9041"," 4 avenue Tahar Sfar El Manar","","2-Tunis","Tunisia","","19790463","20130510"
"HM11606","9042"," Residence les Jardins apt. 8c Block b El Menzah 8","","l'Ariana","Tunisia","","19790463","20130510"
"HM11607","9043"," rue Ibn Maja Khezama est","","Sousse","Tunisia","","19790463","20130510"
"HM11608","9044"," 17 avenue de la Republique","","Hammam-Sousse","Tunisia","","19790463","20130510"
"HM11609","9045"," 17 avenue de la Republique","","Hammam-Sousse","Tunisia","","19790463","20130510"
"HM11610","9046"," rue Abu Dhar El Ghafari Khezama est","","Sousse","Tunisia","","19790463","20130510"
"HM11611","9047"," avenue Mohamed Salah Sayadi Skanes","","Monastir","Tunisia","","19790463","20130510"
"HM11612","9048"," 83 Cap Marina","","Monastir","Tunisia","","19790463","20130510"
"HM11613","9049"," avenue Hedi Nouira","","Monastir","Tunisia","","19790463","20130510"
"HM11615","9050"," 8 rue de Commandant Bejaoui Carthage","","Tunis","Tunisia","","19790463","20130510"
"HM11616","9051"," 49 avenue Habib Bourguiba","","Carthage","Tunisia","","19790463","20130510"
"HM11617","9052"," 49 avenue Habib Bourguiba","","Carthage","Tunisia","","19790463","20130510"
"HM11618","9053"," 11 rue Sidi el Gharbi","","Hammam-Sousse","Tunisia","","19790463","20130510"
"HM11619","9054"," rue El Moez","","Hammam-Sousse","Tunisia","","19790463","20130510"
"HM11620","9055"," 17 avenue de la Republique","","Hammam-Sousse","Tunisia","","19790463","20130510"
"HM11621","9056"," avenue de I'Imam Muslim Khezama","","West Sousse","Tunisia","","19790463","20130510"
"HM11622","9057"," 255 cite El Bassatine","","Monastir","Tunisia","","19790463","20130510"
"HM11623","9058"," apartment block Amine El Bouhaira rue du Lac Turkana-Les Berges du Lac","","Tunis","Tunisia","","19790463","20130510"
"HM11624","9059"," 41 rue Garibaldi","","Tunis","Tunisia","","19790463","20130510"
"HM11625","9060"," 41 rue Garibaldi","","Tunis","Tunisia","","19790463","20130510"
"HM11626","9061"," housing estate Erriadh.2 Gammarth","","Tunis","Tunisia","","19790463","20130510"
"HM11627","9062"," 2 rue El Farrouj","","La Marsa","Tunisia","","19790463","20130510"
"HM11628","9063"," 12 rue Taieb Mhiri-Le Kram","","Tunis","Tunisia","","19790463","20130510"
"HM11629","9064"," 4 rue Mohamed Makhlouf El Manar","","2-Tunis","Tunisia","","19790463","20130510"
"HM11630","9065"," rue du Jardin Sidi Bousaid","","Tunis","Tunisia","","19790463","20130510"
"HM11631","9066"," 5 rue El Montazah Sidi Bousaid","","Tunis","Tunisia","","19790463","20130510"
"HM11633","9067","","","Peshawar","Pakistan","","19790463","20130510"
"HM11633","9068","","","Peshawar","Pakistan","","19790463","20130510"
"HM11633","9069","","","Peshawar","Pakistan","","19790463","20130510"
"HM11633","9070","","","Peshawar","Pakistan","","19790463","20130510"
"HM11633","9071","","","Peshawar","Pakistan","","19790463","20130510"
"HM11633","9072","","","Peshawar","Pakistan","","19790463","20130510"
"HM11633","9073","","","Peshawar","Pakistan","","19790463","20130510"
"HM11633","9074","","","Peshawar","Pakistan","","19790463","20130510"
"HM11633","9075"," Kayla Village near Miram Shah North Waziristan Agency (NWA)","","Federally Administered Tribal Areas (FATA)","Pakistan","","19790463","20130510"
"HM11633","9076"," Kayla Village near Miram Shah North Waziristan Agency (NWA)","","Federally Administered Tribal Areas (FATA)","Pakistan","","19790463","20130510"
"HM11633","9077"," Kayla Village near Miram Shah North Waziristan Agency (NWA)","","Federally Administered Tribal Areas (FATA)","Pakistan","","19790463","20130510"
"HM11633","9078"," Kayla Village near Miram Shah North Waziristan Agency (NWA)","","Federally Administered Tribal Areas (FATA)","Pakistan","","19790463","20130510"
"HM11633","9079"," Kayla Village near Miram Shah North Waziristan Agency (NWA)","","Federally Administered Tribal Areas (FATA)","Pakistan","","19790463","20130510"
"HM11633","9080"," Kayla Village near Miram Shah North Waziristan Agency (NWA)","","Federally Administered Tribal Areas (FATA)","Pakistan","","19790463","20130510"
"HM11633","9081"," Kayla Village near Miram Shah North Waziristan Agency (NWA)","","Federally Administered Tribal Areas (FATA)","Pakistan","","19790463","20130510"
"HM11633","9082"," Kayla Village near Miram Shah North Waziristan Agency (NWA)","","Federally Administered Tribal Areas (FATA)","Pakistan","","19790463","20130510"
"HM11633","9083"," Near Dergey Manday Madrasa Dergey Manday Village near Miram Shah North Waziristan Agency (NWA)","","Federally Administered Tribal Areas (FATA)","Pakistan","","19790463","20130510"
"HM11633","9084"," Near Dergey Manday Madrasa Dergey Manday Village near Miram Shah North Waziristan Agency (NWA)","","Federally Administered Tribal Areas (FATA)","Pakistan","","19790463","20130510"
"HM11633","9085"," Near Dergey Manday Madrasa Dergey Manday Village near Miram Shah North Waziristan Agency (NWA)","","Federally Administered Tribal Areas (FATA)","Pakistan","","19790463","20130510"
"HM11633","9086"," Near Dergey Manday Madrasa Dergey Manday Village near Miram Shah North Waziristan Agency (NWA)","","Federally Administered Tribal Areas (FATA)","Pakistan","","19790463","20130510"
"HM11633","9087"," Near Dergey Manday Madrasa Dergey Manday Village near Miram Shah North Waziristan Agency (NWA)","","Federally Administered Tribal Areas (FATA)","Pakistan","","19790463","20130510"
"HM11633","9088"," Near Dergey Manday Madrasa Dergey Manday Village near Miram Shah North Waziristan Agency (NWA)","","Federally Administered Tribal Areas (FATA)","Pakistan","","19790463","20130510"
"HM11633","9089"," Near Dergey Manday Madrasa Dergey Manday Village near Miram Shah North Waziristan Agency (NWA)","","Federally Administered Tribal Areas (FATA)","Pakistan","","19790463","20130510"
"HM11633","9090"," Near Dergey Manday Madrasa Dergey Manday Village near Miram Shah North Waziristan Agency (NWA)","","Federally Administered Tribal Areas (FATA)","Pakistan","","19790463","20130510"
"HM11633","9091"," Sarana Zadran Village","","Paktia Province","Afghanistan","","19790463","20130510"
"HM11633","9092"," Sarana Zadran Village","","Paktia Province","Afghanistan","","19790463","20130510"
"HM11633","9093"," Sarana Zadran Village","","Paktia Province","Afghanistan","","19790463","20130510"
"HM11633","9094"," Sarana Zadran Village","","Paktia Province","Afghanistan","","19790463","20130510"
"HM11633","9095"," Sarana Zadran Village","","Paktia Province","Afghanistan","","19790463","20130510"
"HM11633","9096"," Sarana Zadran Village","","Paktia Province","Afghanistan","","19790463","20130510"
"HM11633","9097"," Sarana Zadran Village","","Paktia Province","Afghanistan","","19790463","20130510"
"HM11633","9098"," Sarana Zadran Village","","Paktia Province","Afghanistan","","19790463","20130510"
"HM11663","9099"," Jamahiriya Street LAP Building PO Box 91330","","Tripoli","Libya","","19790463","20130510"
"HM11665","9100"," Tajora","","Tripoli","Libya","","19790463","20130510"
"HM11666","9101"," 1 Fateh Tower Office No 99 22nd Floor Borgaida Street","","Tripoli","Libya","","19790463","20130510"
"HM11710","9102"," 76351","","Janzour","Libya","","19790463","20130510"
"HM11710","9103"," 81370","","Tripoli","Libya","","19790463","20130510"
"HM11711","9104"," Hay Alandalus Jian Street","PO Box 1101","Tripoli","Libya","","19790463","20130510"
"HM11712","9105","","","Tripoli","Libya","","19790463","20130510"
"HM11743","9106","","","","Yemen","","19790463","20130510"
"HM11743","9107","","","","Yemen","","19790463","20130510"
"HM11745","9108"," Al Jumhouria Street East Junzour Al Gheran","","Tripoli","Libya","","19790463","20130510"
"HM11745","9109"," El Ghayran Area Ganzor El Sharqya PO Box 1100","","Tripoli","Libya","","19790463","20130510"
"HM11749","9110"," Hasan al-Mashay Street (off al-Zawiyah Street)","","","","","19790463","20130510"
"HM11765","9111"," 530-532 Elder Gate Elder House","","Milton Keynes","United Kingdom","","19790463","20130510"
"HM11766","9112"," 11 Upper Brook Street","","London","United Kingdom","","19790463","20130510"
"HM11767","9113"," Woodbourne Hall PO Box 3162 Road Town","","Tortola","British Virgin Islands","","19790463","20130510"
"HM11768","9114"," c/o Trident Trust Company (BVI) Ltd Trident Chambers PO Box 146 Road Town","","Tortola","British Virgin Islands","","19790463","20130510"
"HM11769","9115"," Woodbourne Hall PO Box 3162 Road Town","","Tortola","British Virgin Islands","","19790463","20130510"
"HM11770","9116"," c/o ILS Fiduciaries (IOM) Ltd First Floor Millennium House Victoria Road","","Douglas","Isle of Man","","19790463","20130510"
"HM11914","9117"," Miram Shah","","","Pakistan","","19790463","20130510"
"HM11914","9118"," Miram Shah","","","Pakistan","","19790463","20130510"
"HM11914","9119"," Miram Shah","","","Pakistan","","19790463","20130510"
"HM11914","9120"," Miram Shah","","","Pakistan","","19790463","20130510"
"HM11914","9121"," Miram Shah","","","Pakistan","","19790463","20130510"
"HM11943","9122"," Winterhuder Weg 8","","Hamburg","Germany","","19790463","20130510"
"HM11944","9123","","","","Malaysia","","19790463","20130510"
"HM11945","9124"," PO Box 8032","","Sharjah","United Arab Emirates","","19790463","20130510"
"HM11947","9125"," Jade ye Tabriz (km 7)","","East Azerbaijan","Iran","","19790463","20130510"
"HM11948","9126"," Unit 7, No 40, Yazdanpanah Afriqa Blvd","","Teheran","Iran","","19790463","20130510"
"HM11951","9127"," 8, Shahin Lane Tavanir Rd Valiasr Av","","Teheran","Iran","","19790463","20130510"
"HM11952","9128"," Hossain Abad Avenue","","Shiraz","Iran","","19790463","20130510"
"HM11953","9129"," Mirzaie Shirazi PO Box 71365-1589","","Shiraz","Iran","","19790463","20130510"
"HM11954","9130"," Sadra Building No 3 Shafagh St Poonak Khavari Blvd Shahrak Ghods","PO Box 14669-56491","Tehran","Iran","","19790463","20130510"
"HM11955","9131"," Daneshju Blvd Yaman St Chamran Blvd PO Box 19839-63113","","Tehran","Iran","","19790463","20130510"
"HM11956","9132"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM11957","9133"," c/o IRISL, No 37, Aseman Tower Sayyade Shirazee Square Pasdaran Ave PO Box 19395-1311","","Tehran","Iran","","19790463","20130510"
"HM11957","9134"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM11958","9135"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM11959","9136"," c/o Hafiz Darya Shipping Co, No 60, Ehteshamiyeh Square 7th Neyestan Street Pasdaran Avenue","","Tehran","Iran","","19790463","20130510"
"HM11959","9137"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM11960","9138"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM11961","9139"," c/o IRISL, No 37, Aseman Tower Sayyade Shirazee Square Pasdaran Ave PO Box 19395-1311","","Tehran","Iran","","19790463","20130510"
"HM11961","9140"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM11962","9141"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM11963","9142"," c/o IRISL, No 37, Aseman Tower Sayyade Shirazee Square Pasdaran Ave PO Box 19395-1311","","Tehran","Iran","","19790463","20130510"
"HM11963","9143"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM11964","9144"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM11965","9145"," c/o Hafiz Darya Shipping Co, No 60, Ehteshamiyeh Square 7th Neyestan Street Pasdaran Avenue","","Tehran","Iran","","19790463","20130510"
"HM11965","9146"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM11966","9147"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM11967","9148"," c/o Hafiz Darya Shipping Co, No 60, Ehteshamiyeh Square 7th Neyestan Street Pasdaran Avenue","","Tehran","Iran","","19790463","20130510"
"HM11967","9149"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM11968","9150"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM11969","9151"," c/o IRISL, No 37, Aseman Tower Sayyade Shirazee Square Pasdaran Ave PO Box 19395-1311","","Tehran","Iran","","19790463","20130510"
"HM11969","9152"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM11970","9153"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM11971","9154"," c/o IRISL, No 37, Aseman Tower Sayyade Shirazee Square Pasdaran Ave PO Box 19395-1311","","Tehran","Iran","","19790463","20130510"
"HM11971","9155"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM11972","9156"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM11973","9157"," c/o IRISL, No 37, Aseman Tower Sayyade Shirazee Square Pasdaran Ave PO Box 19395-1311","","Tehran","Iran","","19790463","20130510"
"HM11973","9158"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM11974","9159"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM11975","9160"," c/o IRISL, No 37, Aseman Tower Sayyade Shirazee Square Pasdaran Ave PO Box 19395-1311","","Tehran","Iran","","19790463","20130510"
"HM11975","9161"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM11976","9162"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM11977","9163"," c/o IRISL, No 37, Aseman Tower Sayyade Shirazee Square Pasdaran Ave PO Box 19395-1311","","Tehran","Iran","","19790463","20130510"
"HM11977","9164"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM11978","9165"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM11979","9166"," c/o Hafiz Darya Shipping Co, No 60, Ehteshamiyeh Square 7th Neyestan Street Pasdaran Avenue","","Tehran","Iran","","19790463","20130510"
"HM11979","9167"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM11980","9168"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM11981","9169"," c/o IRISL, No 37, Aseman Tower Sayyade Shirazee Square Pasdaran Ave PO Box 19395-1311","","Tehran","Iran","","19790463","20130510"
"HM11981","9170"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM11982","9171"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM11983","9172"," c/o IRISL, No 37, Aseman Tower Sayyade Shirazee Square Pasdaran Ave PO Box 19395-1311","","Tehran","Iran","","19790463","20130510"
"HM11983","9173"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM11984","9174"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM11985","9175"," c/o IRISL, No 37, Aseman Tower Sayyade Shirazee Square Pasdaran Ave PO Box 19395-1311","","Tehran","Iran","","19790463","20130510"
"HM11985","9176"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM11986","9177"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM11987","9178"," c/o IRISL, No 37, Aseman Tower Sayyade Shirazee Square Pasdaran Ave PO Box 19395-1311","","Tehran","Iran","","19790463","20130510"
"HM11987","9179"," Schottweg 5","","Hamburg","Germany","","19790463","20130510"
"HM12000","9180"," Nezavisimost ave,, 86-B","","Minsk","Republic of Belarus","","19790463","20130510"
"HM12012","9181","","","","Yemen","","19790463","20130510"
"HM12012","9182","","","","Yemen","","19790463","20130510"
"HM12018","9183"," PO Box 108","","Damascus","","","19790463","20130510"
"HM12019","9184"," Baghdad Street PO Box 8254","","Damascus","","","19790463","20130510"
"HM12020","9185","","","","Indonesia","","19790463","20130510"
"HM12020","9186","","","","Indonesia","","19790463","20130510"
"HM12021","9187","","","","Indonesia","","19790463","20130510"
"HM12021","9188","","","","Indonesia","","19790463","20130510"
"HM12029","9189","","","Nairobi","Kenya","","19790463","20130510"
"HM12030","9190","","","","Somalia","","19790463","20130510"
"HM12037","9191"," Jalan M. Saidi RT010 RW 001 Pesanggrahan South Petukangan","","South Jakarta","Indonesia","","19790463","20130510"
"HM12037","9192"," Jalan M. Saidi RT010 RW 001 Pesanggrahan South Petukangan","","South Jakarta","Indonesia","","19790463","20130510"
"HM12037","9193"," Jalan M. Saidi RT010 RW 001 Pesanggrahan South Petukangan","","South Jakarta","Indonesia","","19790463","20130510"
"HM12037","9194"," Jalan M. Saidi RT010 RW 001 Pesanggrahan South Petukangan","","South Jakarta","Indonesia","","19790463","20130510"
"HM12037","9195"," Jalan Nakula of Witana Harja Complex Block C Pamulang","","Banten","Indonesia","","19790463","20130510"
"HM12037","9196"," Jalan Nakula of Witana Harja Complex Block C Pamulang","","Banten","Indonesia","","19790463","20130510"
"HM12037","9197"," Jalan Nakula of Witana Harja Complex Block C Pamulang","","Banten","Indonesia","","19790463","20130510"
"HM12037","9198"," Jalan Nakula of Witana Harja Complex Block C Pamulang","","Banten","Indonesia","","19790463","20130510"
"HM12062","9199"," Sehanya Daraa Highway PO Box 9525","","","","","19790463","20130510"
"HM12063","9200"," Sehanya Daraa Highway PO Box 9525","","","","","19790463","20130510"
"HM12064","9201"," Insurance Bldg Yousef Al-azmeh sqr PO Box 2337","","Damascus","Syrian Arab Republic","","19790463","20130510"
"HM12066","9202"," Adra Free Zone Area","","Damascus","Syria","","19790463","20130510"
"HM12068","9203"," Dair Ali Jordan Highway PO Box 13052","","Damascus","Syria","","19790463","20130510"
"HM12069","9204"," Daa'ra Highway","","Damascus","Syria","","19790463","20130510"
"HM12147","9205","","","Wadi 'Ataba","Libya (previous location in 2004)","","19790463","20130510"
"HM12147","9206","","","Wadi 'Ataba","Libya (previous location in 2004)","","19790463","20130510"
"HM12152","9207"," Cham Holding Building Daraa Highway PO Box 9525","","Ashrafiyat Sahnaya Rif Dimashq","Syria","","19790463","20130510"
"HM12153","9208"," Thawra Street Ste Building 6eme etage BP 2900","","","","","19790463","20130510"
"HM12154","9209"," Boghra Road Miralzei Village Chaman","","Baluchistan Province","Pakistan","","19790463","20130510"
"HM12154","9210"," Boghra Road Miralzei Village Chaman","","Baluchistan Province","Pakistan","","19790463","20130510"
"HM12154","9211"," Boghra Road Miralzei Village Chaman","","Baluchistan Province","Pakistan","","19790463","20130510"
"HM12154","9212"," Boghra Road Miralzei Village Chaman","","Baluchistan Province","Pakistan","","19790463","20130510"
"HM12154","9213"," Boghra Road Miralzei Village Chaman","","Baluchistan Province","Pakistan","","19790463","20130510"
"HM12154","9214"," Kalay Rangin Spin Boldak District Kandahar Province","","","Afghanistan","","19790463","20130510"
"HM12154","9215"," Kalay Rangin Spin Boldak District Kandahar Province","","","Afghanistan","","19790463","20130510"
"HM12154","9216"," Kalay Rangin Spin Boldak District Kandahar Province","","","Afghanistan","","19790463","20130510"
"HM12154","9217"," Kalay Rangin Spin Boldak District Kandahar Province","","","Afghanistan","","19790463","20130510"
"HM12154","9218"," Kalay Rangin Spin Boldak District Kandahar Province","","","Afghanistan","","19790463","20130510"
"HM12155","9219"," Boghra Road Miralzei Village Chaman Baluchistan Province","","","Pakistan","","19790463","20130510"
"HM12155","9220"," Boghra Road Miralzei Village Chaman Baluchistan Province","","","Pakistan","","19790463","20130510"
"HM12155","9221"," Kalay Rangin Spin Boldak District Kandahar province","","","Afghanistan","","19790463","20130510"
"HM12155","9222"," Kalay Rangin Spin Boldak District Kandahar province","","","Afghanistan","","19790463","20130510"
"HM12157","9223","","","","Iraq","","19790463","20130510"
"HM12203","9224"," Aleppo Branch PO Box 2 Kastel Hajjarin St","","Aleppo","Syria","","19790463","20130510"
"HM12203","9225"," Damascus Branch PO Box 2231 Moawiya St","","Damascus","Syria","","19790463","20130510"
"HM12203","9226"," Damascus Branch PO Box 933 Yousef Azmeh Square","","Damascus","Syria","","19790463","20130510"
"HM12206","9227","","","","United States of America","","19790463","20130510"
"HM12206","9228","","","","United States of America","","19790463","20130510"
"HM12207","9229","","","Tehran","Iran","","19790463","20130510"
"HM12207","9230","","","Tehran","Iran","","19790463","20130510"
"HM12207","9231","","","Tehran","Iran","","19790463","20130510"
"HM12208","9232","","","Kermanshah","Iran","","19790463","20130510"
"HM12208","9233"," Mehran Military Base Ilam Province","","","Iran","","19790463","20130510"
"HM12224","9234"," Kasaa Anwar al Attar Street al Midani building","","Damascus","","","19790463","20130510"
