ENTITY_ID,SYS_ID,NAME_TYPE,FIRST_NAME,MIDDLE_NAME,SURNAME,SUFFIX,ENTITY_NAME,ENGLISH_NAME,SINGLE_STRING_NAME,ORIGINAL_SCRIPT_NAME,FALSE_POSITIVE,FALSE_POSITIVE_EXPIRY_DT,APPROVAL_STATUS,SUB_ENTITY_ID,CATEGORY,HIGH_RISK_COUNTRY,HIGH_RISK_COUNTRY_SCORE,INFO_SOURCE,ORG_ID,ACTION,ID_REF_NO,BATCH_NO,BATCH_DATE
"111345","","Primary Name","","","","","","","MOUSTAFA ABBES","مصطفى عباس","0","0","0","","","","0","FREEZE-04-UN1267","","add","","",""
"111345","","Also Known As","","","","","","","Mostafa Abbes","","0","0","0","","","","0","FREEZE-04-UN1267","","add","","",""
"111345","","Also Known As","","","","","","","Mostafa Abbas born in France on 5 Feb. 1962","","0","0","0","","","","0","FREEZE-04-UN1267","","add","","",""
"111345","","Also Known As","","","","","","","Mustafa Abbas","","0","0","0","","","","0","FREEZE-04-UN1267","","add","","",""
"111345","","Also Known As","","","","","","","Moustapha Abbes","","0","0","0","","","","0","FREEZE-04-UN1267","","add","","",""
"111183","","Primary Name","","","","","","","YOUCEF ABBES","يوسف عباس","0","0","0","","","","0","FREEZE-04-UN1267","","add","","",""
"111183","","Also Known As","","","","","","","Giuseppe","","0","0","0","","","","0","FREEZE-04-UN1267","","add","","",""
"111900","","Primary Name","","","","","","","NASHWAN ABD AL-RAZZAQ ABD AL-BAQI","نشوان عبد الرزاق عبد الباقي","0","0","0","","","","0","FREEZE-04-UN1267","","add","","",""
"111900","","Also Known As","","","","","","","Abdal Al-Hadi Al-Iraqi","","0","0","0","","","","0","FREEZE-04-UN1267","","add","","",""
"111900","","Also Known As","","","","","","","Abd Al-Hadi Al-Iraqi","","0","0","0","","","","0","FREEZE-04-UN1267","","add","","",""
"111900","","Also Known As","","","","","","","Abu Abdallah","","0","0","0","","","","0","FREEZE-04-UN1267","","add","","",""
"111513","","Primary Name","","","","","","","ABD AL WAHAB ABD AL HAFIZ","عبد الوهاب عبد الحافظ","0","0","0","","","","0","FREEZE-04-UN1267","","add","","",""
"111513","","Also Known As","","","","","","","Ferdjani Mouloud","","0","0","0","","","","0","FREEZE-04-UN1267","","add","","",""
"111513","","Also Known As","","","","","","","Rabah Di Roma","","0","0","0","","","","0","FREEZE-04-UN1267","","add","","",""
"111513","","Also Known As","","","","","","","Mourad","","0","0","0","","","","0","FREEZE-04-UN1267","","add","","",""
